id,x,y
105013,-111.83517556382331,40.39174674958654
105034,-111.83512837719246,40.391704027205975
105080,-111.8350083224101,40.39151399275261
105225,-111.83457833373133,40.391014032442506
105356,-111.83406838333775,40.39036401615966
105399,-111.83386950440728,40.38919914029739
105433,-111.83378838230111,40.39005396241977
105512,-111.8335217544343,40.39037921910926
105525,-111.83345077500523,40.388301255061876
105540,-111.8334283188668,40.38962403420545
105592,-111.83322836848673,40.38939403296189
105623,-111.8331283748709,40.389244032216055
105675,-111.83300831398407,40.38902399551636
105685,-111.83296832452672,40.38893401300183
105691,-111.83295055103605,40.388983240307674
105692,-111.83294836934662,40.38885397628373
105711,-111.83288531443958,40.38830713120022
105714,-111.83287829876618,40.38869402998625
105739,-111.83277831234128,40.3885540288993
105773,-111.83261838261382,40.38846400909416
105813,-111.83248792061535,40.387303322438136
105897,-111.8322449824128,40.388327597579185
105960,-111.8321383068031,40.3883140409341
106089,-111.83185837243288,40.388323983078884
106251,-111.83152136638905,40.38502504244973
106420,-111.83120837285243,40.38834397272315
106503,-111.83097490148675,40.38582663179977
106553,-111.83086174223395,40.386579430007906
106630,-111.83056838267484,40.38835397687125
106631,-111.8305592954762,40.38838151972348
106853,-111.83015047435084,40.39413942929124
106870,-111.83016491419735,40.39685014336775
106872,-111.83021737153064,40.40121644193525
106873,-111.8302686278675,40.40538815108466
106879,-111.83020415962014,40.4007165359863
106939,-111.82991145795366,40.39050689952416
106969,-111.82984884610961,40.39146284757298
107159,-111.82941504135596,40.40353481603824
107165,-111.82916424725178,40.38491764349418
107181,-111.82938442777751,40.40536116372016
107184,-111.82920683643962,40.39175249930518
107191,-111.82930034324883,40.40071851751312
107197,-111.82930686880397,40.4020184727846
107198,-111.82910125014902,40.38566017049164
107206,-111.82915736362796,40.392233936692456
107211,-111.82905915088801,40.386156600563815
107264,-111.82886881135785,40.388399956052595
107265,-111.82886827200961,40.38840401398825
107319,-111.82870692042316,40.39220563421998
107371,-111.82847725214205,40.391732503694506
107374,-111.82844572186006,40.38944803700585
107384,-111.82843806845698,40.39218864176309
107398,-111.82840849976299,40.39342939797671
107404,-111.82837743245751,40.39291340277136
107422,-111.82845798798662,40.40486870602695
107427,-111.82841806494797,40.403246467648074
107432,-111.828416435059,40.40388251616326
107441,-111.82834822716158,40.40072173891216
107489,-111.82805829259448,40.392840913667854
107494,-111.8280707014452,40.395383174466964
107497,-111.82805972284551,40.394967936653515
107501,-111.82801365358354,40.3923036640758
107507,-111.82799459237886,40.39417200443096
107508,-111.82797136282579,40.3926410850914
107515,-111.82781637896385,40.38233188308693
107525,-111.82792272644629,40.393884229903044
107566,-111.82788277379822,40.40072327074095
107598,-111.82759663856493,40.3902514173569
107610,-111.82754840444404,40.39333735832071
107623,-111.82745834360622,40.38844402198672
107640,-111.82742808569267,40.39197875562455
107650,-111.8273482861121,40.38841399857012
107674,-111.82732853210578,40.392643794430846
107678,-111.82724837048798,40.388403992660635
107700,-111.82723900936851,40.39578462420592
107712,-111.82710830122467,40.388444003810456
107714,-111.82729165699317,40.4048986788405
107736,-111.82699828440056,40.388503980118905
107753,-111.82692834400126,40.388864031242896
107759,-111.82689037940986,40.38886187029426
107783,-111.82683833969918,40.38862404330798
107817,-111.8267759937932,40.39203296975641
107825,-111.82677480457397,40.393477126971796
107829,-111.82677543791772,40.39420325073237
107832,-111.82671502424407,40.389648802765514
107847,-111.82677710375302,40.398934331801925
107854,-111.82663727437878,40.38874403988605
107875,-111.82665098877273,40.39578162238628
107876,-111.82673861550882,40.40299326283753
107878,-111.82665814573633,40.39733022377382
107889,-111.82668009883022,40.40089755174277
108028,-111.8262686387784,40.394963632304325
108029,-111.82625587642262,40.39420876637819
108032,-111.82626446606832,40.39577897967104
108079,-111.82613932550288,40.397330868783136
108097,-111.82611088812297,40.39986305950852
108098,-111.82612034180549,40.400896687616004
108104,-111.82613363004519,40.40300542493252
108109,-111.82594795590822,40.38848752321191
108118,-111.8259183275906,40.3884540410139
108143,-111.82573483610382,40.381098921530985
108177,-111.82574740841048,40.392035815243474
108181,-111.82572894865747,40.39274315658691
108189,-111.82560901368065,40.38678182866348
108244,-111.82552250372919,40.39577166664338
108287,-111.82541432986704,40.397672173463796
108321,-111.8251959534064,40.39348119812351
108322,-111.8252110608561,40.39491172520399
108324,-111.82519909113837,40.39422081761992
108344,-111.82500835954775,40.38809296796231
108376,-111.82503653266252,40.40214001395356
108381,-111.82496428714055,40.396704481967035
108401,-111.82497195240539,40.401676510006695
108402,-111.82495961053428,40.40085857858181
108412,-111.82476641505647,40.38802027920633
108420,-111.82488465808629,40.399834787008174
108428,-111.82475784839181,40.39145161446666
108429,-111.82476006926095,40.39203925829147
108433,-111.82469834040018,40.38797400779259
108434,-111.82469738584443,40.38797302360552
108471,-111.82462195054032,40.39896206445156
108488,-111.82440832257451,40.38784301224693
108557,-111.82420465079721,40.394224306689686
108558,-111.82410930380944,40.38678982398507
108566,-111.82419861474767,40.39575858838037
108569,-111.82419267299971,40.39672079547067
108570,-111.82419922220036,40.39767336379468
108571,-111.82426009170455,40.40271248953242
108572,-111.82414731658771,40.39348417253173
108573,-111.82412383162804,40.3920410919559
108575,-111.82412772911351,40.39274737283757
108592,-111.82406570071583,40.3998370230534
108595,-111.82404628148846,40.39896923166411
108645,-111.82382347042493,40.402160915722845
108653,-111.82362731258809,40.38754398199675
108654,-111.82367956179222,40.39204533860994
108660,-111.82378511273384,40.402649117747856
108661,-111.82360028222647,40.38755921963277
108682,-111.82371948089708,40.401692646786856
108683,-111.82361748587168,40.39348776751159
108743,-111.82326533837188,40.391033780482665
108762,-111.82321732103979,40.39168655709134
108764,-111.82321358350933,40.392085954449854
108785,-111.8232303147438,40.39716521988909
108790,-111.82320109051942,40.39764885259476
108791,-111.82320917890303,40.39849672497656
108792,-111.8231449355694,40.39349266402455
108793,-111.82315701084923,40.394542311041874
108794,-111.82314646862908,40.393821753249306
108795,-111.8231655180361,40.39539567640658
108800,-111.82316433595038,40.396459651734574
108843,-111.8231084389088,40.40504745382292
108866,-111.82273973770367,40.3862617364626
108897,-111.82260162570991,40.38633659325521
108919,-111.82269037354463,40.39849933641294
