trip_id,person_id,household_id,tour_id,primary_purpose,trip_num,outbound,trip_count,purpose,destination,origin,depart,trip_mode
689583845,2102389,710803,86197980,school,1,FALSE,1,Home,2407,2394,8,WALK_LOC
691718745,2108898,712922,86464843,othdiscr,1,TRUE,1,othdiscr,2393,2449,8,WALK
570820025,1740304,602716,71352503,work,1,TRUE,1,work,2282,2296,9,WALK
582038281,1774506,613787,72754785,work,1,TRUE,1,work,2336,2331,9,WALK
584554433,1782178,616294,73069304,eatout,1,TRUE,1,eatout,2362,2335,9,DRIVEALONEFREE
586245817,1787334,618193,73280727,shopping,1,TRUE,1,shopping,2359,2337,9,DRIVEALONEFREE
657728433,2005269,681760,82216054,othdiscr,1,TRUE,3,othmaint,2445,2344,9,DRIVEALONEFREE
660231185,2012899,683892,82528898,work,1,TRUE,1,work,2436,2360,9,BIKE
668114425,2036934,691051,83514303,escort,1,TRUE,1,escort,2414,2367,9,SHARED3FREE
677519129,2065607,700226,84689891,atwork,1,TRUE,1,atwork,2446,2393,9,WALK
679559505,2071827,702031,84944938,univ,1,TRUE,1,univ,2370,2405,9,WALK
681750849,2078508,703953,85218856,othmaint,1,TRUE,1,othmaint,2389,2391,9,DRIVEALONEFREE
682877529,2081943,704999,85359691,othmaint,1,TRUE,1,othmaint,2370,2412,9,DRIVEALONEFREE
690493449,2105162,711822,86311681,work,1,TRUE,1,work,2370,2450,9,DRIVEALONEFREE
692846281,2112336,713959,86605785,escort,1,TRUE,1,escort,2462,2461,9,DRIVEALONEFREE
692846285,2112336,713959,86605785,escort,1,FALSE,1,Home,2461,2462,9,SHARED2FREE
695576793,2120660,716538,86947099,work,1,TRUE,2,othmaint,2361,2443,9,DRIVEALONEFREE
696110777,2122288,716975,87013847,work,1,TRUE,1,work,2469,2456,9,BIKE
583813353,1779918,615557,72976669,school,1,TRUE,1,school,2406,2334,10,SHARED3FREE
586245821,1787334,618193,73280727,shopping,1,FALSE,1,Home,2337,2359,10,DRIVEALONEFREE
657728434,2005269,681760,82216054,othdiscr,2,TRUE,3,social,2374,2445,10,DRIVEALONEFREE
658947673,2008986,682736,82368459,shopping,1,TRUE,1,shopping,2362,2357,10,SHARED2FREE
660390921,2013386,684024,82548865,work,1,TRUE,2,shopping,2393,2360,10,WALK
673566681,2053556,695971,84195835,work,1,TRUE,1,work,2370,2375,10,WALK
673655897,2053828,696107,84206987,work,1,TRUE,1,work,2435,2375,10,WALK
676157441,2061455,698539,84519680,othdiscr,1,TRUE,1,othdiscr,2446,2394,10,WALK
676866957,2063618,699420,84608369,school,1,FALSE,1,Home,2403,2454,10,WALK_LOC
677858173,2066640,700476,84732271,school,1,FALSE,1,Home,2396,2394,10,SHARED3FREE
678558845,2068776,701126,84819855,work,1,FALSE,1,Home,2401,2436,10,BIKE
690051257,2103814,711341,86256407,shopping,1,TRUE,1,shopping,2404,2447,10,BIKE
690051261,2103814,711341,86256407,shopping,1,FALSE,1,Home,2447,2404,10,BIKE
690197181,2104259,711529,86274647,othmaint,1,FALSE,1,Home,2448,2370,10,DRIVEALONEFREE
691718749,2108898,712922,86464843,othdiscr,1,FALSE,1,Home,2449,2393,10,WALK
692413169,2111015,713609,86551646,school,1,TRUE,1,school,2394,2454,10,WALK_LOC
695576794,2120660,716538,86947099,work,2,TRUE,2,work,2450,2361,10,DRIVEALONEFREE
571280121,1741707,603027,71410015,othmaint,1,TRUE,1,othmaint,2318,2296,11,WALK
583095033,1777728,614771,72886879,school,1,TRUE,1,school,2352,2333,11,WALK_LOC
586206457,1787214,618139,73275807,shopping,1,TRUE,1,shopping,2404,2337,11,WALK_LOC
660390922,2013386,684024,82548865,work,2,TRUE,2,work,2392,2393,11,WALK
663718433,2023531,687017,82964804,shopping,1,TRUE,1,shopping,2325,2352,11,DRIVEALONEFREE
669096433,2039928,692031,83637054,eatout,1,TRUE,1,eatout,2370,2372,11,SHARED2FREE
670764905,2045014,693617,83845613,work,1,TRUE,1,work,2370,2369,11,WALK
672688561,2050879,695120,84086070,univ,1,TRUE,1,univ,2370,2374,11,WALK
677586605,2065812,700310,84698325,shopping,1,FALSE,1,Home,2396,2359,11,WALK
681028041,2076305,703333,85128505,atwork,1,TRUE,2,othmaint,2452,2407,11,DRIVEALONEFREE
681028042,2076305,703333,85128505,atwork,2,TRUE,2,atwork,2453,2452,11,DRIVEALONEFREE
693572717,2114550,714644,86696589,work,1,FALSE,1,Home,2462,2362,11,SHARED2FREE
658947677,2008986,682736,82368459,shopping,1,FALSE,1,Home,2357,2362,12,SHARED2FREE
661686525,2017336,685258,82710815,work,1,FALSE,1,Home,2347,2442,12,DRIVEALONEFREE
663718437,2023531,687017,82964804,shopping,1,FALSE,2,shopping,2325,2325,12,DRIVEALONEFREE
663718438,2023531,687017,82964804,shopping,2,FALSE,2,Home,2352,2325,12,DRIVEALONEFREE
665990145,2030457,688897,83248768,univ,1,TRUE,1,univ,2370,2356,12,WALK
672651801,2050767,695083,84081475,othmaint,1,TRUE,1,othmaint,2453,2374,12,DRIVEALONEFREE
673309793,2052773,695763,84163724,univ,1,TRUE,1,univ,2370,2375,12,WALK
679181977,2070676,701706,84897747,school,1,TRUE,1,school,2402,2402,12,WALK
679181981,2070676,701706,84897747,school,1,FALSE,1,Home,2402,2402,12,WALK
679559509,2071827,702031,84944938,univ,1,FALSE,2,shopping,2402,2370,12,WALK_LOC
679559510,2071827,702031,84944938,univ,2,FALSE,2,Home,2405,2402,12,WALK
681750853,2078508,703953,85218856,othmaint,1,FALSE,1,Home,2391,2389,12,DRIVEALONEFREE
682877533,2081943,704999,85359691,othmaint,1,FALSE,1,Home,2412,2370,12,DRIVEALONEFREE
682877537,2081943,704999,85359692,othmaint,1,TRUE,1,othmaint,2391,2412,12,DRIVEALONEFREE
683785801,2084712,705746,85473225,shopping,1,TRUE,1,shopping,2405,2414,12,WALK
695347897,2119963,716323,86918487,atwork,1,TRUE,1,atwork,2393,2468,12,DRIVEALONEFREE
571280125,1741707,603027,71410015,othmaint,1,FALSE,1,Home,2296,2318,13,WALK
575233533,1753760,606989,71904191,school,1,FALSE,1,Home,2320,2351,13,SHARED3FREE
586206462,1787214,618139,73275807,shopping,2,FALSE,3,eatout,2369,2360,13,WALK_LOC
660092529,2012477,683812,82511566,escort,1,TRUE,1,escort,2392,2360,13,WALK
661686529,2017336,685258,82710816,work,1,TRUE,2,social,2335,2347,13,DRIVEALONEFREE
661686530,2017336,685258,82710816,work,2,TRUE,2,work,2442,2335,13,DRIVEALONEFREE
672002777,2048788,694692,84000347,work,1,TRUE,1,work,2392,2374,13,WALK
677519133,2065607,700226,84689891,atwork,1,FALSE,1,Work,2393,2446,13,WALK
681028045,2076305,703333,85128505,atwork,1,FALSE,1,Work,2407,2453,13,DRIVEALONEFREE
684815381,2087851,706562,85601922,school,1,FALSE,1,Home,2417,2391,13,DRIVEALONEFREE
685573717,2090163,707290,85696714,school,1,FALSE,1,Home,2422,2394,13,DRIVEALONEFREE
685932233,2091256,707501,85741529,shopping,1,TRUE,1,shopping,2325,2422,13,BIKE
693218801,2113471,714356,86652350,work,1,TRUE,1,work,2355,2462,13,SHARED2FREE
693889433,2115516,714963,86736179,atwork,1,TRUE,1,atwork,2393,2421,13,SHARED2FREE
695347901,2119963,716323,86918487,atwork,1,FALSE,1,Work,2468,2393,13,DRIVEALONEFREE
695576799,2120660,716538,86947099,work,3,FALSE,4,shopping,2404,2445,13,DRIVEALONEFREE
582944105,1777268,614667,72868013,othdiscr,1,TRUE,1,othdiscr,2335,2333,14,WALK
586206461,1787214,618139,73275807,shopping,1,FALSE,3,othmaint,2360,2404,14,WALK_LOC
586206463,1787214,618139,73275807,shopping,3,FALSE,3,Home,2337,2369,14,WALK_LOC
660092533,2012477,683812,82511566,escort,1,FALSE,1,Home,2360,2392,14,WALK
660187173,2012765,683868,82523396,school,1,FALSE,1,Home,2360,2394,14,WALK_LOC
668114429,2036934,691051,83514303,escort,1,FALSE,1,Home,2367,2414,14,SHARED3FREE
672096261,2049073,694740,84012032,work,1,FALSE,1,Home,2374,2370,14,WALK
672688565,2050879,695120,84086070,univ,1,FALSE,2,shopping,2398,2370,14,WALK
672688566,2050879,695120,84086070,univ,2,FALSE,2,Home,2374,2398,14,WALK
672905105,2051539,695447,84113138,work,1,TRUE,1,work,2362,2374,14,WALK
674442113,2056225,696782,84305264,work,1,TRUE,1,work,2325,2378,14,BIKE
676049401,2061126,698433,84506175,escort,1,TRUE,1,escort,2374,2394,14,SHARED2FREE
676049405,2061126,698433,84506175,escort,1,FALSE,1,Home,2394,2374,14,SHARED2FREE
684602509,2087202,706441,85575313,school,1,FALSE,1,Home,2417,2422,14,WALK
690896829,2106392,712169,86362103,school,1,FALSE,1,Home,2451,2370,14,SHARED3FREE
693889437,2115516,714963,86736179,atwork,1,FALSE,1,Work,2421,2393,14,SHARED2FREE
695441269,2120247,716375,86930158,school,1,FALSE,1,Home,2441,2394,14,WALK_LOC
582038285,1774506,613787,72754785,work,1,FALSE,1,Home,2331,2336,15,WALK
657728435,2005269,681760,82216054,othdiscr,3,TRUE,3,othdiscr,2374,2374,15,WALK
661587681,2017035,685200,82698460,othdiscr,1,TRUE,1,othdiscr,2368,2347,15,DRIVEALONEFREE
665053417,2027601,688065,83131677,social,1,TRUE,1,social,2362,2365,15,WALK
665990149,2030457,688897,83248768,univ,1,FALSE,2,shopping,2284,2370,15,WALK_LOC
665990150,2030457,688897,83248768,univ,2,FALSE,2,Home,2356,2284,15,WALK_LOC
672323565,2049766,694855,84040445,work,1,FALSE,1,Home,2374,2445,15,BIKE
672651805,2050767,695083,84081475,othmaint,1,FALSE,1,Home,2374,2453,15,DRIVEALONEFREE
678785757,2069468,701243,84848219,school,1,FALSE,1,Home,2401,2374,15,SHARED3FREE
681362197,2077323,703619,85170274,school,1,FALSE,1,Home,2390,2333,15,WALK_LOC
682877541,2081943,704999,85359692,othmaint,1,FALSE,1,Home,2412,2391,15,WALK
685573513,2090163,707290,85696689,eatout,1,TRUE,1,eatout,2368,2422,15,DRIVEALONEFREE
685573517,2090163,707290,85696689,eatout,1,FALSE,1,Home,2422,2368,15,SHARED2FREE
690032561,2103757,711334,86254070,shopping,1,TRUE,1,shopping,2437,2447,15,DRIVEALONEFREE
570820029,1740304,602716,71352503,work,1,FALSE,1,Home,2296,2282,16,WALK
582038169,1774506,613787,72754771,othdiscr,1,TRUE,1,othdiscr,2411,2331,16,WALK
582993685,1777419,614705,72874210,school,1,FALSE,1,Home,2333,2365,16,WALK_LOC
583095037,1777728,614771,72886879,school,1,FALSE,1,Home,2333,2352,16,SHARED2FREE
584406445,1781726,616102,73050805,work,1,FALSE,1,Home,2335,2370,16,WALK_LOC
584725917,1782700,616543,73090739,work,1,FALSE,1,Home,2324,2370,16,BIKE
661686533,2017336,685258,82710816,work,1,FALSE,1,Home,2347,2442,16,DRIVEALONEFREE
667149301,2033991,690107,83393662,school,1,FALSE,1,Home,2366,2358,16,WALK_LOC
669890725,2042349,692782,83736340,school,1,FALSE,1,Home,2377,2352,16,SHARED3FREE
673566685,2053556,695971,84195835,work,1,FALSE,1,Home,2375,2370,16,WALK
678558777,2068776,701126,84819847,univ,1,TRUE,1,univ,2370,2401,16,DRIVEALONEFREE
682059853,2079450,704305,85257481,school,1,FALSE,1,Home,2395,2434,16,WALK
683237701,2083041,705205,85404712,school,1,FALSE,1,Home,2412,2415,16,WALK_LOC
684019449,2085425,705863,85502431,eatout,1,TRUE,1,eatout,2447,2414,16,SHARED2FREE
685392333,2089610,707122,85674041,school,1,FALSE,1,Home,2421,2396,16,SHARED2FREE
685573521,2090163,707290,85696690,eatout,1,TRUE,1,eatout,2423,2422,16,WALK
688405013,2098795,709518,86050626,school,1,FALSE,1,Home,2434,2394,16,WALK_LOC
688536881,2099197,709662,86067110,shopping,1,TRUE,2,othmaint,2452,2434,16,SHARED2FREE
690032565,2103757,711334,86254070,shopping,1,FALSE,1,Home,2447,2437,16,DRIVEALONEFREE
693218805,2113471,714356,86652350,work,1,FALSE,1,Home,2462,2355,16,DRIVEALONEFREE
695348181,2119963,716323,86918522,work,1,FALSE,4,othmaint,2435,2468,16,DRIVEALONEFREE
695348183,2119963,716323,86918522,work,3,FALSE,4,escort,2375,2445,16,DRIVEALONEFREE
696077929,2122188,716952,87009741,shopping,1,TRUE,1,shopping,2327,2456,16,SHARED3FREE
696077933,2122188,716952,87009741,shopping,1,FALSE,1,Home,2456,2327,16,SHARED3FREE
575977173,1756027,607767,71997146,work,1,FALSE,2,social,2387,2393,17,DRIVEALONEFREE
661587685,2017035,685200,82698460,othdiscr,1,FALSE,1,Home,2347,2368,17,DRIVEALONEFREE
665053421,2027601,688065,83131677,social,1,FALSE,1,Home,2365,2362,17,WALK
667918737,2036337,690954,83489842,othdiscr,1,TRUE,1,othdiscr,2374,2367,17,WALK
673245573,2052577,695730,84155696,work,1,FALSE,1,Home,2375,2355,17,BIKE
673309797,2052773,695763,84163724,univ,1,FALSE,1,Home,2375,2370,17,WALK
676157445,2061455,698539,84519680,othdiscr,1,FALSE,1,Home,2394,2446,17,WALK
678558781,2068776,701126,84819847,univ,1,FALSE,1,Home,2401,2370,17,DRIVEALONEFREE
681950037,2079115,704142,85243754,work,1,FALSE,1,Home,2391,2436,17,WALK
683531917,2083938,705537,85441489,school,1,FALSE,1,Home,2413,2409,17,WALK
687298997,2095423,708604,85912374,school,1,FALSE,1,Home,2431,2378,17,SHARED3FREE
688536882,2099197,709662,86067110,shopping,2,TRUE,2,shopping,2445,2452,17,SHARED2FREE
688536885,2099197,709662,86067110,shopping,1,FALSE,1,Home,2434,2445,17,SHARED2FREE
689176533,2101147,710247,86147066,work,1,FALSE,3,eatout,2393,2370,17,WALK_LOC
689176534,2101147,710247,86147066,work,2,FALSE,3,escort,2403,2393,17,WALK_LOC
689176535,2101147,710247,86147066,work,3,FALSE,3,Home,2438,2403,17,WALK
689335873,2101633,710462,86166984,school,1,TRUE,1,school,2405,2382,17,WALK_LOC
689622877,2102508,710850,86202859,school,1,FALSE,2,othdiscr,2446,2378,17,SHARED3FREE
689622878,2102508,710850,86202859,school,2,FALSE,2,Home,2436,2446,17,WALK
693341805,2113846,714438,86667725,work,1,FALSE,1,Home,2462,2469,17,DRIVEALONEFREE
693572649,2114550,714644,86696581,univ,1,TRUE,1,univ,2370,2462,17,DRIVEALONEFREE
693572653,2114550,714644,86696581,univ,1,FALSE,2,othdiscr,2462,2370,17,DRIVEALONEFREE
693572654,2114550,714644,86696581,univ,2,FALSE,2,Home,2462,2462,17,DRIVEALONEFREE
695348182,2119963,716323,86918522,work,2,FALSE,4,shopping,2445,2435,17,DRIVEALONEFREE
695348184,2119963,716323,86918522,work,4,FALSE,4,Home,2441,2375,17,DRIVEALONEFREE
696077913,2122188,716952,87009739,school,1,TRUE,1,school,2454,2456,17,SHARED3FREE
696077917,2122188,716952,87009739,school,1,FALSE,2,social,2393,2454,17,SHARED3FREE
575977174,1756027,607767,71997146,work,2,FALSE,2,Home,2322,2387,18,DRIVEALONEFREE
582038173,1774506,613787,72754771,othdiscr,1,FALSE,1,Home,2331,2411,18,WALK
584554437,1782178,616294,73069304,eatout,1,FALSE,1,Home,2335,2362,18,DRIVEALONEFREE
660390925,2013386,684024,82548865,work,1,FALSE,1,Home,2360,2392,18,WALK
669096437,2039928,692031,83637054,eatout,1,FALSE,1,Home,2372,2370,18,WALK
